run_mode,suite_name,environment_name,environment_tier,sample_size,state_dimension,coverage_setting,policy_shift_setting,reward_noise_setting,misspecification_setting,baseline_learner,learner_variant,learner_quality_regime,calibration_difficulty,main_figure_role,calibrated,calibration_protocol,calibrator,calibration_target,split_fraction,train_fraction,coverage_stratum,n_replications,mean_coverage_stratum_error,coverage_stratum_error_mc_se,mean_coverage_stratum_calibration_error,coverage_stratum_calibration_error_mc_se,mean_coverage_stratum_count,mean_coverage_stratum_ratio,failure_rate,eligible_fraction
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,3,100,11.533147458919895,0.5736545600027393,11.532024102555589,0.573262775859876,100.0,1.106239140178131,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,4,100,11.812594149202809,0.5651856461601225,11.807203312130785,0.5653675273749388,100.0,1.5361896437758074,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,isotonic,value_bellman,1.0,1.0,0,100,23.47464948852646,2.1410749484562954,23.463687000238494,2.1380596973979697,100.0,0.5403463278044632,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,isotonic,value_bellman,1.0,1.0,1,100,18.778851828061335,1.520227363978765,18.774390139191492,1.5201226804858954,100.0,0.8322155643689344,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,isotonic,value_bellman,1.0,1.0,2,100,22.00096218598505,2.413370474855367,21.994569651500374,2.4155162266886525,100.0,0.982529910100818,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,isotonic,value_bellman,1.0,1.0,3,100,21.485544564723355,2.7506210716098165,21.484094331796477,2.750899659847635,100.0,1.106239140178131,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,isotonic,value_bellman,1.0,1.0,4,100,22.28389033816339,2.588731043835484,22.27855130998967,2.58751075146668,100.0,1.5361896437758074,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,linear,value_bellman,1.0,1.0,0,100,18.049785182694073,1.3070807266136506,18.042423396110184,1.3074240974092166,100.0,0.5403463278044632,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,linear,value_bellman,1.0,1.0,1,100,14.165185108701259,1.0325845432808083,14.158528339596764,1.032688092571049,100.0,0.8322155643689344,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,linear,value_bellman,1.0,1.0,2,100,16.29990029946571,1.3145038169197567,16.292391575088267,1.31573843334116,100.0,0.982529910100818,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,linear,value_bellman,1.0,1.0,3,100,15.856838598077637,1.1926643691967933,15.85526817803772,1.1924718099706006,100.0,1.106239140178131,0.0,1.0
final,temporal_reward_shift_sweep,nonlinear_discrete_action,temporal_reward_shift,2000,5,moderate,0.55,0.08,temporal_reward_shift,random_feature_fqe,temporal_rf_fqe,temporally_shifted,temporal_reward_shift,main,True,recent_heldout,linear,value_bellman,1.0,1.0,4,100,16.187740924013717,1.1536715917667006,16.184786822560504,1.154965570018367,100.0,1.5361896437758074,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,0,100,1.0372512831404412,0.026516178082094714,1.0353895040797283,0.026471368984868786,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,1,100,0.9278313706338159,0.025431024735662132,0.9257939216072114,0.025370121019394155,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,2,100,0.9748428839408271,0.030831693292433116,0.971284712934106,0.03107384328316474,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,3,100,1.0330785063609915,0.030509813662307435,1.0290704834277336,0.030663341482806084,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,4,100,1.0173357169782704,0.03037141308524934,1.0145134101626718,0.030199409867331793,100.0,1.3877411908087993,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,0,100,0.9478071883900716,0.044848901115483765,0.9453070524681845,0.044578526392275636,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,1,100,0.9125556164476454,0.047075305073016424,0.9104410168486627,0.046969955924902135,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,2,100,0.9438877731880864,0.05046285360295784,0.9413237610971484,0.05059287481843163,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,3,100,0.9823721269145775,0.05563968711723144,0.9793181528380934,0.055833392897600566,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,4,100,0.9336217766086747,0.04958093762239006,0.9309457829316279,0.049418690774420945,100.0,1.3877411908087993,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,0,100,0.844046127996928,0.040643788398651466,0.8419472463235824,0.04043171592746988,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,1,100,0.8055527475466941,0.04059324078459408,0.8036742575492574,0.04049086303353976,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,2,100,0.8331005248601661,0.04542110617807806,0.8305592797760039,0.045626407894199264,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,3,100,0.8766345071683339,0.04990954263275538,0.8733343900519276,0.05008309583675112,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter2,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,4,100,0.8423678033609113,0.04690375586186106,0.8394776856856214,0.04673690164755671,100.0,1.3877411908087993,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,0,100,0.9826713844766936,0.027824934404576767,0.9807760869931389,0.027744728254940787,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,1,100,0.8890504206329838,0.026678113734822567,0.8870266853407774,0.026607164379719783,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,2,100,0.9325794837826443,0.031489902995039634,0.9291948152590961,0.03174298820034973,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,3,100,0.9899346301555793,0.03272275436348333,0.9860441317366951,0.032894408025901614,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,4,100,0.9686188675539964,0.03223722695762515,0.9658023562407698,0.03205542183001324,100.0,1.3877411908087993,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,0,100,0.9440810043207759,0.046212375339671166,0.9414829659216599,0.045942783888514374,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,1,100,0.9117323883902629,0.04858772256752629,0.9095665211598934,0.048483013870625674,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,2,100,0.940090576236197,0.052067830691546926,0.9373802715363664,0.05219425773004179,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,3,100,0.9808629948618622,0.058459766741825445,0.9778929557965701,0.05864965651772834,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,4,100,0.9317188773059404,0.0513094978332414,0.9287617670455214,0.05114899626096466,100.0,1.3877411908087993,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,0,100,0.8422391689832105,0.041991662645713176,0.8401184319687742,0.04177017983835059,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,1,100,0.8052833738099254,0.042193984005346345,0.8034093641981725,0.04209188780417673,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,2,100,0.8296976398562826,0.04723713829055672,0.8272570519833913,0.047443004474836556,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,3,100,0.8713102351209195,0.051666286070015124,0.8680698034967688,0.05183374144506071,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter3,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,4,100,0.8380944272180626,0.048682038677257386,0.8352341161126033,0.04853799015148122,100.0,1.3877411908087993,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,0,100,0.9399180018116239,0.029454301324264215,0.9379917889168371,0.029345026891386024,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,1,100,0.8592830561705349,0.028397744216915898,0.8572718636694977,0.028319098532377553,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,2,100,0.8995727807999262,0.03280656853838314,0.8963494279635205,0.03306437599780597,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,3,100,0.9556248954839848,0.035204935819964686,0.9518423820348487,0.03538555884847329,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,4,100,0.9300806616057282,0.03434675641146907,0.9272752412884111,0.03416503997679014,100.0,1.3877411908087993,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,0,100,0.9513520599329996,0.047696250539375845,0.9488818266355312,0.047450521737622965,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,1,100,0.9272225663527786,0.05157147183741088,0.9251084887744119,0.051482545730207774,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,2,100,0.9501574979937567,0.054994718370807646,0.947720637943977,0.05512177395737726,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,3,100,0.9809344479641243,0.059843010777020436,0.9779860583286782,0.06001874867235426,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,isotonic,value_bellman,0.8,0.8,4,100,0.9343541830547547,0.05305443030953373,0.9316314388006874,0.052910183250949705,100.0,1.3877411908087993,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,0,100,0.842965722536225,0.043296530265420144,0.840822056090853,0.04306652920445161,100.0,0.6343762164172764,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,1,100,0.8064256958321272,0.043698770771079594,0.8045586277057025,0.04359701671117789,100.0,0.8787606741314044,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,2,100,0.8274631140126041,0.04888099002929277,0.8251170406198375,0.04908699638619131,100.0,0.999999559636195,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,3,100,0.86728253504664,0.053280745906675156,0.8640913501267717,0.05344144760291821,100.0,1.1022925455136912,0.0,1.0
final,undertraining_sweep,nonlinear_discrete_action,nonlinear_synthetic,1200,4,moderate,0.45,0.05,finite_iteration_scale,random_feature_fqe,random_feature_fqe_iter4,under_iterated,finite_iteration_bias,main,True,cross,linear,value_bellman,0.8,0.8,4,100,0.8355128010932195,0.05039166439933114,0.8326881072784136,0.050270260579745006,100.0,1.3877411908087993,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,0,10,0.040465100821246755,0.005803111756221948,0.02854399664624339,0.005624096073261221,100.0,0.5465593020799168,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,1,10,0.02113626559461811,0.0030515161186551072,0.011670290587614469,0.002719406526942364,100.0,0.8520487171524321,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,2,10,0.01338464075649442,0.0007631621169127824,0.0043941751811679,0.0008560875622734776,100.0,0.9878804876192817,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,3,10,0.014867856073785279,0.001748692025483468,0.00541483100364169,0.0013858558383282081,100.0,1.0908694296364359,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,False,uncalibrated_all_data,none,value_bellman,1.0,1.0,4,10,0.02073608854356346,0.0018444291606506454,0.01068949911447889,0.0017262783541885727,100.0,1.5249196859986376,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,isotonic,value_bellman,0.8,0.8,0,10,0.04130917687624744,0.005970068498350016,0.02942055938877547,0.00577218401952442,100.0,0.5465593020799168,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,isotonic,value_bellman,0.8,0.8,1,10,0.02215434542351383,0.0034157290746231013,0.013022873361128881,0.003099370338069816,100.0,0.8520487171524321,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,isotonic,value_bellman,0.8,0.8,2,10,0.014516252719529471,0.0009487121655480793,0.00562029569363038,0.0010916897965078639,100.0,0.9878804876192817,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,isotonic,value_bellman,0.8,0.8,3,10,0.015731043042536842,0.0017738246218684326,0.00644658825932887,0.0014776196828980776,100.0,1.0908694296364359,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,isotonic,value_bellman,0.8,0.8,4,10,0.02184870888859676,0.0020105453597104054,0.011629718038250771,0.0017542191424758738,100.0,1.5249196859986376,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,linear,value_bellman,0.8,0.8,0,10,0.040537184268226126,0.005643069867014397,0.02850630275161258,0.005453020998654212,100.0,0.5465593020799168,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,linear,value_bellman,0.8,0.8,1,10,0.02120152911812195,0.0030327039557921515,0.01176577918599176,0.002681480418970172,100.0,0.8520487171524321,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,linear,value_bellman,0.8,0.8,2,10,0.013415312828739631,0.0007598849139480623,0.00439587822835283,0.0008208172826084685,100.0,0.9878804876192817,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,linear,value_bellman,0.8,0.8,3,10,0.01482574886603911,0.0017434982683786158,0.00541926508688519,0.0013821695471750843,100.0,1.0908694296364359,0.0,1.0
final,well_specified_debug,nonlinear_discrete_action,well_specified,1000,6,moderate,0.5,0.1,well_specified_linear,linear_fqe,linear_fqe,well_tuned,already_well_calibrated,main,True,cross,linear,value_bellman,0.8,0.8,4,10,0.02079078386450809,0.0018709206242938626,0.01074743842022041,0.0017681007518753418,100.0,1.5249196859986376,0.0,1.0
